pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id_1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
SL,2017-04-22,88.1,-3.1857,5.907,Michael Brantley,488726,573589,home_run,hit_into_play_score,NA,NA,NA,NA,8,Michael Brantley homers (3) on a line drive to right field.    Carlos Santana scores.,R,L,R,CWS,CLE,X,NA,line_drive,1,2,2017,-0.2844,0.8775,0.2147,1.9914,NA,467793,NA,1,7,Top,210.07,82.13,NA,NA,434567,NA,170423_012835,8.819,-127.8085,-5.2261,-4.7974,24.1478,-21.7232,3.36,1.53,395,104.9,21.915,88.167,2170,6.306,490354,573589,434567,605125,573135,453943,641313,466320,544725,541645,54.1927,0.918,1.63,2,1,0,3,6,51,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,1
FF,2017-04-22,92.4,-2.4687,5.2883,Aledmys Diaz,649557,448614,home_run,hit_into_play_score,NA,NA,NA,NA,4,Aledmys Diaz homers (4) on a fly ball to left center field.,R,R,R,MIL,STL,X,NA,fly_ball,2,2,2017,0.0558,0.6232,-0.4989,2.4716,NA,NA,NA,0,7,Top,80.87,29.84,NA,NA,542908,NA,170423_011418,4.8807,-134.3898,-2.7799,-0.2111,24.4988,-24.2733,3.46,1.64,395,100.2,26.764,92.7,2220,6.136,490363,448614,542908,519346,542340,543768,606115,460075,542979,570267,54.3626,0.702,1.307,2,1,0,3,6,48,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,1
SL,2017-04-22,82.7,-2.1464,5.9806,Yasmany Tomas,630111,628317,home_run,hit_into_play_score,NA,NA,NA,NA,5,Yasmany Tomas homers (4) on a fly ball to left center field.,R,R,R,ARI,LAD,X,NA,fly_ball,0,0,2017,0.078,0.9717,0.1498,2.8719,NA,NA,NA,1,5,Bot,62.95,41.95,NA,NA,605131,NA,170423_014833,5.0356,-120.0329,-2.4089,-0.2206,22.977,-22.6907,3.62,1.71,399,104.7,37.559,81.964,2426,5.903,490358,628317,605131,475100,621035,457759,571771,518649,592626,624577,54.5965,0.615,1.201,2,1,0,3,6,44,1,Slider,5,2,5,2,2,5,5,2,Standard,Standard,1
SL,2017-04-22,83.2,-2.2773,5.8727,Joe Panik,605412,622608,home_run,hit_into_play_score,NA,NA,NA,NA,2,Joe Panik homers (1) on a fly ball to right center field.,R,L,R,COL,SF,X,NA,fly_ball,1,2,2017,0.3278,0.0617,0.1079,2.9085,NA,NA,NA,2,6,Top,200.43,48.93,NA,NA,572863,NA,170423_014719,4.8265,-121.1153,-0.5744,2.4548,19.8048,-31.6575,3.12,1.41,401,99.5,33.77,83.599,2271,6.167,490361,622608,572863,448602,518934,571448,596115,506560,453568,471865,54.333,0.418,0.848,2,1,0,3,5,45,4,Slider,6,0,0,6,0,6,0,6,Standard,Strategic,1
FT,2017-04-22,95.3,-2.0671,5.8294,Starlin Castro,516770,592791,home_run,hit_into_play_score,NA,NA,NA,NA,13,Starlin Castro homers (4) on a fly ball to left center field.   Jacoby Ellsbury scores.    Aaron Hicks scores.,R,R,R,PIT,NYY,X,NA,fly_ball,0,0,2017,-1.164,0.6597,-0.8528,2.5,453056,543305,NA,1,6,Top,61.51,44.93,NA,NA,465041,NA,170422_214018,5.7725,-138.4255,-4.5611,-16.2157,30.8137,-22.9131,3.8417,1.5889,394,106.2,34.694,95.136,2067,6.284,490360,592791,465041,605137,624428,501896,474568,570256,457705,444379,54.2177,0.777,1.549,2,1,0,3,6,44,1,2-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,1
CU,2017-04-22,72.4,-3.3756,5.8486,Martin Prado,445988,450308,home_run,hit_into_play_score,NA,NA,NA,NA,11,Martin Prado homers (1) on a fly ball to left center field.,R,R,R,SD,MIA,X,NA,fly_ball,2,1,2017,0.3819,-0.026,-0.1112,3.5269,NA,NA,NA,1,6,Top,56.69,44.36,NA,NA,595978,NA,170423_020209,5.8055,-104.9906,2.8301,1.7804,17.9003,-33.089,3.2,1.48,399,99.2,27.566,71.507,2556,5.801,490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,54.6976,0.595,1.091,2,1,0,3,6,39,4,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,1
FF,2017-04-22,90.2,-1.9825,5.8882,Chris Herrmann,543302,628317,home_run,hit_into_play_score,NA,NA,NA,NA,6,Chris Herrmann homers (1) on a line drive to right field.    Chris Owings scores.,R,L,R,ARI,LAD,X,NA,line_drive,0,1,2017,-0.4519,1.389,0.4461,2.7301,NA,NA,572008,0,4,Bot,217.41,58.3,NA,NA,605131,NA,170423_013318,6.9071,-130.9246,-4.7409,-6.5329,26.5791,-15.6709,3.45,1.61,NA,104.4,23.699,89.485,2413,5.894,490358,628317,605131,475100,621035,457759,571771,518649,592626,624577,54.6059,0.943,1.743,2,1,0,3,6,35,2,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,1
CH,2017-04-22,84.8,1.5198,6.1205,Charlie Blackmon,453568,519043,home_run,hit_into_play_score,NA,NA,NA,NA,4,Charlie Blackmon homers (5) on a fly ball to center field.,R,L,L,COL,SF,X,NA,fly_ball,2,2,2017,1.313,1.1159,-0.4484,2.4494,NA,NA,NA,2,4,Bot,121.12,18.29,NA,NA,457763,NA,170423_012328,-7.0651,-123.0997,-4.4336,14.427,20.8947,-20.3883,3.49,1.62,426,98.1,28.125,84.322,1463,5.784,490361,519043,457763,474832,605412,543216,543063,502029,491676,456488,54.7165,0.497,0.903,2,1,0,3,6,33,5,Changeup,5,0,5,0,0,5,5,0,Standard,Standard,1
FT,2017-04-22,95,1.7905,5.5114,Justin Upton,457708,606167,home_run,hit_into_play_score,NA,NA,NA,NA,8,Justin Upton homers (3) on a line drive to center field.,R,R,L,MIN,DET,X,NA,line_drive,0,1,2017,1.1221,1.4191,-0.0081,2.1066,NA,NA,NA,1,3,Top,87.76,29.48,NA,NA,460269,NA,170422_192142,-7.0366,-137.6541,-6.2045,15.5196,31.1907,-13.4106,3.54,1.67,410,112.3,18.414,93.523,2526,5.691,490355,606167,460269,593934,572821,500871,593871,592696,621439,596146,54.8064,0.859,1.354,2,1,0,3,6,26,2,2-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,1
FF,2017-04-22,93.2,-2.6842,6.2967,David Freese,501896,501381,home_run,hit_into_play_score,NA,NA,NA,NA,5,David Freese homers (3) on a fly ball to center field.,R,R,R,PIT,NYY,X,NA,fly_ball,1,0,2017,-0.8912,1.0337,-0.1062,2.9009,NA,NA,NA,1,4,Bot,171.54,37.51,NA,NA,519222,NA,170422_210820,8.5688,-135.1207,-5.1479,-12.892,31.6056,-18.5674,3.9497,1.6809,396,101.2,26.519,92.831,2258,6.434,490360,501381,519222,595885,516770,452104,591720,543305,453056,592450,54.0669,0.765,1.484,2,1,0,3,6,27,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,1
CU,2017-04-22,58.4,-1.0683,6.2124,Jonathan Schoop,570731,453214,home_run,hit_into_play_score,NA,NA,NA,NA,14,Jonathan Schoop homers (4) on a fly ball to left center field.,R,R,R,BAL,BOS,X,NA,fly_ball,0,2,2017,-0.5415,-0.0995,0.2422,1.3533,NA,NA,NA,1,4,Bot,55.95,45.92,NA,NA,506702,NA,170423_003925,2.7106,-84.4795,1.7535,-2.8648,14.4058,-33.2926,3.63,1.72,396,99.1,31.458,55.814,NA,4.645,490352,453214,506702,519048,593523,467055,593428,455759,598265,605141,55.852,0.52,0.967,2,1,0,3,6,33,3,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,1
KN,2017-04-22,73.9,-0.8711,6.0014,Trey Mancini,641820,453214,home_run,hit_into_play_score,NA,NA,NA,NA,13,Trey Mancini homers (5) on a fly ball to left center field.   Chris Davis scores.,R,R,R,BAL,BOS,X,NA,fly_ball,0,0,2017,-1.3014,0.3501,-1.2473,2.389,NA,448801,NA,1,4,Bot,75.29,27.22,NA,NA,506702,NA,170423_003754,1.4104,-107.4554,-0.6399,-10.0237,19.4244,-29.6981,3.83,1.76,422,104.9,32.18,72.721,NA,5.531,490352,453214,506702,519048,593523,467055,593428,455759,598265,605141,54.9666,0.852,1.695,2,1,0,3,6,32,1,Knuckle Ball,0,2,0,2,2,0,0,2,Standard,Standard,1
SL,2017-04-22,87.3,1.767,5.5058,Nicholas Castellanos,592206,606167,home_run,hit_into_play_score,NA,NA,NA,NA,2,Nicholas Castellanos homers (3) on a fly ball to left center field.,R,R,L,MIN,DET,X,NA,fly_ball,1,2,2017,0.0078,0.3721,-0.009,3.1153,NA,NA,NA,0,3,Top,38.3,72.06,NA,NA,460269,NA,170422_191935,-4.2212,-126.8417,-0.3821,0.8712,23.6952,-28.4094,3.71,1.76,363,96.4,28.658,86.281,2438,5.52,490355,606167,460269,593934,572821,500871,593871,592696,621439,596146,54.9774,0.361,0.609,2,1,0,3,5,24,4,Slider,2,1,1,2,1,2,1,2,Standard,Standard,0
FF,2017-04-22,91.7,-2.1771,5.2887,Andrelton Simmons,592743,596271,home_run,hit_into_play_score,NA,NA,NA,NA,13,Andrelton Simmons hits a grand slam (3) to left center field.   Kole Calhoun scores.    Mike Trout scores.    C.  J.   Cron scores.,R,R,R,LAA,TOR,X,NA,fly_ball,0,0,2017,-1.0472,1.2615,-1.0753,2.614,594777,545361,543068,1,3,Bot,65.47,40.52,NA,NA,457454,NA,170423_020846,4.9317,-133.1107,-3.5234,-13.271,27.6099,-16.9218,3.6063,1.8328,400,96.6,31.763,90.72,2147,5.807,490364,596271,457454,475253,581527,446381,572365,456665,607680,430832,54.7478,0.352,0.68,2,1,0,3,5,27,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,0
FF,2017-04-22,89.8,1.6517,6.033,Trevor Story,596115,519043,home_run,hit_into_play_score,NA,NA,NA,NA,7,Trevor Story homers (4) on a fly ball to left field.,R,R,L,COL,SF,X,NA,fly_ball,1,1,2017,0.647,1.344,-0.7202,1.8784,NA,NA,NA,0,4,Bot,35.45,49.59,NA,NA,457763,NA,170423_011211,-7.1017,-130.3307,-7.0277,8.5713,23.6028,-15.9807,3.63,1.71,410,98.4,32.896,89.141,2242,5.714,490361,519043,457763,474832,605412,543216,543063,502029,491676,456488,54.7864,0.386,0.774,2,1,0,3,5,29,3,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,1
SL,2017-04-22,87.1,-2.3481,5.9739,Austin Hedges,595978,573185,home_run,hit_into_play_score,NA,NA,NA,NA,8,Austin Hedges homers (5) on a fly ball to left center field.   Yangervis Solarte scores.,R,R,R,SD,MIA,X,NA,fly_ball,1,1,2017,-0.1871,1.1238,0.1797,1.6746,NA,500208,NA,1,4,Bot,63.51,55.68,NA,NA,NA,NA,170423_013702,6.2557,-124.8939,-5.9896,-3.2596,27.3043,-19.78,3.58,1.65,NA,103,30,NA,NA,5.5306,490359,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9685,0.854,1.688,2,1,0,3,6,28,3,Slider,0,1,0,1,1,0,0,1,NA,NA,1
FF,2017-04-22,92,2.5979,5.5006,Willson Contreras,575929,642003,home_run,hit_into_play_score,NA,NA,NA,NA,5,Willson Contreras hits a grand slam (2) to center field.   Kris Bryant scores.    Anthony Rizzo scores.    Addison Russell scores.,R,R,L,CIN,CHC,X,NA,fly_ball,0,0,2017,0.8435,1.7038,0.1047,2.5706,592178,519203,608365,2,2,Top,86.76,34.13,NA,NA,571466,NA,170422_175743,-8.0755,-133.32,-5.138,11.787,30.3363,-11.1435,3.38,1.49,400,104.7,22.907,91.203,2214,6.16,490353,642003,571466,458015,606299,553993,446359,594807,594988,571697,54.3385,0.954,1.771,2,1,0,3,6,21,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,1
FF,2017-04-22,92.1,1.4654,6.8728,Jose Altuve,514888,605483,home_run,hit_into_play_score,NA,NA,NA,NA,5,Jose Altuve homers (1) on a fly ball to left center field.,R,R,L,TB,HOU,X,NA,fly_ball,0,0,2017,0.3468,1.5765,-0.1122,1.9954,NA,NA,NA,0,4,Top,63.42,30.29,NA,NA,519083,NA,170422_230108,-4.7202,-133.5089,-9.8555,5.1153,27.8201,-11.5542,2.8198,1.385,423,104.1,30.902,91.689,2382,6.174,490356,605483,519083,489149,543543,446334,542921,451089,595281,519306,54.3254,0.865,1.742,2,1,0,3,6,22,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,1
FC,2017-04-22,83,2.8132,6.0354,Jackie Bradley Jr.,598265,593969,home_run,hit_into_play_score,NA,NA,NA,NA,5,Jackie Bradley homers (1) on a fly ball to right center field.    Xander Bogaerts scores.,R,L,L,BAL,BOS,X,NA,fly_ball,1,0,2017,0.5298,0.0135,0.0675,2.7322,NA,NA,593428,1,3,Top,241.8,61.71,NA,NA,543376,NA,170423_001502,-7.0245,-120.4963,-1.127,6.1448,21.1893,-32.1221,3.38,1.54,420,109,25.728,80.796,NA,4.7,490352,593969,543376,448801,570731,592518,429666,502226,430945,444432,55.7975,0.995,1.983,2,1,0,3,6,19,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,1
CU,2017-04-22,79.5,-3.3777,6.3178,Eugenio Suarez,553993,453562,home_run,hit_into_play_score,NA,NA,NA,NA,8,Eugenio Suarez homers (4) on a fly ball to left center field.,R,R,R,CIN,CHC,X,NA,fly_ball,1,1,2017,1.0564,-0.5015,0.1996,1.9124,NA,NA,NA,1,1,Bot,21.33,69.66,NA,NA,575929,NA,170422_173839,5.8283,-115.1759,-1.7683,7.7829,26.0115,-36.3843,3.47,1.61,390,102.6,28.256,77.872,2702,5.871,490353,453562,575929,519203,595879,592178,608365,656941,546991,518792,54.6281,0.884,1.734,2,1,0,3,6,13,3,Curveball,3,3,3,3,3,3,3,3,Standard,Standard,1
SL,2017-04-22,88.6,-3.5184,6.2143,Joey Votto,458015,453562,home_run,hit_into_play_score,NA,NA,NA,NA,8,Joey Votto homers (6) on a fly ball to center field.   Jose Peraza scores.    Scooter Gennett scores.,R,L,R,CIN,CHC,X,NA,fly_ball,1,0,2017,0.4085,0.8017,-0.0618,1.9979,606299,571697,NA,0,1,Bot,177.63,42.23,NA,NA,575929,NA,170422_173442,7.4975,-128.4451,-5.7333,2.8415,26.9076,-22.5661,3.33,1.6,389,105.1,23.582,87.254,2658,5.663,490353,453562,575929,519203,595879,592178,608365,656941,546991,518792,54.8357,0.965,1.865,2,1,0,3,6,11,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,1
FF,2017-04-22,92.6,-2.4511,5.6453,Mike Napoli,435063,453178,home_run,hit_into_play_score,NA,NA,NA,NA,6,Mike Napoli homers (3) on a fly ball to right center field.,R,R,R,TEX,KC,X,NA,fly_ball,0,0,2017,-0.8771,1.5399,0.3752,2.1647,NA,NA,NA,0,2,Bot,230.24,90.49,NA,NA,460077,NA,170423_002858,9.1026,-134.1811,-6.3899,-12.563,28.4735,-12.3603,3.25,1.47,353,99.1,28.042,92.493,2373,6.404,490357,453178,460077,543333,518568,519058,444876,460086,456715,593160,54.0927,0.595,1.091,2,1,0,3,6,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,1
FF,2017-04-22,93,-2.0897,5.9062,Yasmany Tomas,630111,628317,home_run,hit_into_play_score,NA,NA,NA,NA,6,Yasmany Tomas homers (3) on a fly ball to right center field.,R,R,R,ARI,LAD,X,NA,fly_ball,2,2,2017,-0.5924,1.4658,0.3301,2.5435,NA,NA,NA,2,1,Bot,223.72,76.97,NA,NA,605131,NA,170423_002909,7.36,-134.6645,-5.8204,-8.7183,30.6555,-13.6775,3.62,1.71,367,102.4,25.425,91.536,2458,5.782,490358,628317,605131,475100,621035,457759,571771,518649,592626,624577,54.7175,0.845,1.523,2,1,0,3,6,9,6,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,1
FF,2017-04-22,91.6,1.828,5.9659,Mark Reynolds,448602,519043,home_run,hit_into_play_score,NA,NA,NA,NA,4,Mark Reynolds homers (5) on a fly ball to left field.   Nolan Arenado scores.,R,R,L,COL,SF,X,NA,fly_ball,0,0,2017,1.2952,1.3254,-0.6114,2.9683,571448,NA,NA,2,1,Bot,15.86,51.59,NA,NA,457763,NA,170423_002717,-8.7372,-132.8462,-4.4516,16.7679,25.1581,-16.0854,3.66,1.73,431,107.1,36.415,90.734,2251,5.686,490361,519043,457763,474832,605412,456488,543063,502029,452655,491676,54.8145,0.777,1.582,2,1,0,3,6,9,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,1
FF,2017-04-22,92.5,1.4364,6.2998,Ryon Healy,592387,664641,home_run,hit_into_play_score,NA,NA,NA,NA,2,Ryon Healy homers (3) on a line drive to left field.   Jed Lowrie scores.,R,R,L,OAK,SEA,X,NA,line_drive,3,2,2017,1.1387,1.5019,0.0844,3.5944,NA,NA,476704,0,1,Bot,50.87,55.26,NA,NA,572287,NA,170422_202430,-5.7833,-134.3493,-4.1981,14.715,29.4558,-13.7716,3.58,1.65,388,97.7,24.934,91.229,2488,5.65,490362,664641,572287,502143,429664,502273,600301,628338,502481,571745,54.8477,0.525,0.839,2,1,0,3,5,8,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,0
FF,2017-04-22,84.9,-3.3253,6.1677,Giancarlo Stanton,519317,450308,home_run,hit_into_play_score,NA,NA,NA,NA,5,Giancarlo Stanton homers (6) on a line drive to left center field.,R,R,R,SD,MIA,X,NA,line_drive,0,0,2017,-0.8316,1.4747,0.0733,2.9509,NA,NA,NA,0,2,Top,19.31,76.28,NA,NA,595978,NA,170423_005827,9.3945,-122.9252,-3.9691,-10.0206,23.1569,-17.0351,3.71,1.74,381,107.1,19.536,83.639,2260,5.617,490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,54.8814,0.893,1.508,2,1,0,3,6,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,1
FF,2017-04-22,93.2,1.4253,6.8214,Evan Gattis,594828,605483,home_run,hit_into_play_score,NA,NA,NA,NA,12,Evan Gattis homers (1) on a fly ball to right center field.,R,R,L,TB,HOU,X,NA,fly_ball,1,1,2017,0.4251,1.6968,1.024,2.516,NA,NA,NA,1,2,Top,179.25,29.35,NA,NA,519083,NA,170422_222549,-1.9343,-135.1714,-8.8452,5.5807,30.7147,-9.8812,3.0995,1.4577,419,106.6,23.581,92.347,2478,6.051,490356,605483,519083,489149,543543,446334,542921,451089,595281,519306,54.4487,0.99,1.939,2,1,0,3,6,8,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,1
FF,2017-04-22,91.5,-2.0256,5.9435,Jake Lamb,571875,628317,home_run,hit_into_play_score,NA,NA,NA,NA,6,Jake Lamb homers (4) on a fly ball to right center field.    David Peralta scores.,R,L,R,ARI,LAD,X,NA,fly_ball,0,0,2017,-0.7212,1.6383,0.3807,2.847,NA,444482,NA,2,1,Bot,202.21,40.56,NA,NA,605131,NA,170423_002623,7.4516,-132.4621,-5.193,-9.962,30.4388,-12.5076,3.52,1.67,NA,102.8,30.199,89.77,2399,5.676,490358,628317,605131,475100,621035,457759,571771,518649,592626,624577,54.8234,0.854,1.688,2,1,0,3,6,8,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,1
FS,2017-04-22,84.2,2.0579,6.1308,Adam Rosales,489267,664641,home_run,hit_into_play_score,NA,NA,NA,NA,9,Adam Rosales homers (2) on a fly ball to center field.,R,R,L,OAK,SEA,X,NA,fly_ball,1,1,2017,1.4407,1.1204,0.421,2.0111,NA,NA,NA,0,1,Bot,82.88,30.33,NA,NA,572287,NA,170422_201943,-6.4057,-122.2205,-5.1946,15.178,23.7463,-20.5943,3.47,1.67,410,99.4,26.998,82.545,2220,5.287,490362,664641,572287,502143,429664,502273,600301,628338,502481,571745,55.2101,0.625,1.128,2,1,0,3,6,6,3,Split Finger,0,1,0,1,1,0,0,1,Standard,Standard,1
SL,2017-04-22,84.9,-2.6367,6.4679,Andrew McCutchen,457705,501381,home_run,hit_into_play_score,NA,NA,NA,NA,7,Andrew McCutchen homers (3) on a fly ball to center field.,R,R,R,PIT,NYY,X,NA,fly_ball,1,1,2017,-0.157,-0.0065,-0.3736,2.2078,NA,NA,NA,2,1,Bot,92.05,28.26,NA,NA,519222,NA,170422_201626,5.5987,-123.2321,-3.5317,-2.8255,27.318,-31.6969,3.8415,1.5888,410,101.3,28.547,84.357,2165,6.33,490360,501381,519222,595885,516770,452104,591720,543305,453056,592450,54.1708,0.759,1.523,2,1,0,3,6,6,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,1
SI,2017-04-22,92.8,-1.1269,5.6893,Edwin Encarnacion,429665,460059,home_run,hit_into_play_score,NA,NA,NA,NA,3,Edwin Encarnacion homers (3) on a fly ball to center field.   Michael Brantley scores.,R,R,R,CWS,CLE,X,NA,fly_ball,0,2,2017,-1.568,1.2072,0.5608,3.0613,NA,488726,NA,2,1,Top,138.75,27.6,NA,NA,434567,NA,170422_231706,7.8559,-134.8825,-3.6503,-21.1509,28.2338,-16.5754,3.61,1.67,437,107,20.666,93.739,1956,6.814,490354,460059,434567,605125,573135,453943,641313,466320,544725,541645,53.6847,0.929,1.631,2,1,0,3,6,4,3,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,1
FF,2017-04-22,92.9,2.771,5.3196,Anthony Rizzo,519203,642003,home_run,hit_into_play_score,NA,NA,NA,NA,8,Anthony Rizzo homers (3) on a fly ball to right field.    Kyle Schwarber scores.    Kris Bryant scores.,R,L,L,CIN,CHC,X,NA,fly_ball,1,1,2017,1.1045,1.5143,0.1142,2.216,NA,656941,592178,0,1,Top,228.22,83.91,NA,NA,571466,NA,170422_171542,-9.0505,-134.4197,-5.2093,15.2849,33.3598,-13.2768,3.7,1.76,358,100.2,37.572,91.189,2185,5.891,490353,642003,571466,458015,606299,553993,446359,594807,594988,571697,54.6077,0.275,0.476,2,1,0,3,5,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,1
FF,2017-04-22,94.2,-1.8059,6.3706,Robinson Cano,429664,605194,home_run,hit_into_play_score,NA,NA,NA,NA,2,Robinson Cano homers (3) on a fly ball to center field.,R,L,R,OAK,SEA,X,NA,fly_ball,1,2,2017,-0.7992,2.1384,0.2098,3.6554,NA,NA,NA,2,1,Top,115.16,23.45,NA,NA,572033,NA,170422_201133,6.6327,-136.53,-5.516,-10.87,31.2694,-6.2141,3.79,1.71,415,101.3,24.194,90.711,2301,4.48,490362,605194,572033,592387,476704,461858,489267,501981,543094,459964,56.0177,0.779,1.347,2,1,0,3,6,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,1
FF,2017-04-22,94.5,2.1462,6.124,Enrique Hernandez,571771,592662,home_run,hit_into_play_score,NA,NA,NA,NA,4,Enrique Hernandez homers (2) on a fly ball to left field.,R,R,L,ARI,LAD,X,NA,fly_ball,3,2,2017,0.6248,1.3868,-0.5241,2.0894,NA,NA,NA,0,1,Top,7,70.77,NA,NA,543302,NA,170423_001222,-8.2666,-137.0046,-7.799,9.5868,29.2606,-13.3695,3.26,1.5,416,106,34.289,93.975,2204,6.104,490358,592662,543302,502671,518614,571875,572008,630111,572041,444482,54.3956,0.822,1.652,2,1,0,3,6,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,1
SL,2017-04-21,84.2,-1.1928,5.2843,Jose Bautista,430832,445926,home_run,hit_into_play_score,NA,NA,NA,NA,9,Jose Bautista homers (1) on a fly ball to center field.   Kevin Pillar scores.    Ezequiel Carrera scores.,R,R,R,LAA,TOR,X,NA,fly_ball,1,1,2017,0.2775,-0.1009,0.3812,1.7263,607680,485567,NA,2,13,Top,96.81,33.26,NA,NA,492802,NA,170422_071454,3.0927,-122.6329,-1.8024,2.2833,19.9298,-33.0927,3.7475,1.537,413,102.3,28.048,84.168,2407,5.827,490349,445926,492802,543068,457787,460060,592743,457727,545361,594777,54.6767,0.834,1.69,2,1,0,3,6,109,3,Slider,5,5,5,5,5,5,5,5,Standard,Standard,1
FF,2017-04-21,95.8,-1.3408,5.8833,Anthony Rizzo,519203,547179,home_run,hit_into_play_score,NA,NA,NA,NA,6,Anthony Rizzo homers (2) on a line drive to right center field.    Miguel Montero scores.    Kyle Schwarber scores.,R,L,R,CIN,CHC,X,NA,line_drive,0,0,2017,-0.7491,1.6959,0.384,2.8076,471083,656941,NA,2,9,Top,201,52.01,NA,NA,571466,NA,170422_021713,6.1438,-138.7202,-6.0909,-11.0008,35.0032,-9.5057,3.7,1.76,369,107.8,19.986,94.282,2198,5.956,490338,547179,571466,458015,606299,553993,446359,594807,571740,594988,54.5432,0.897,1.522,2,1,0,3,6,76,1,4-Seam Fastball,5,2,2,5,2,5,2,5,Strategic,Standard,1
CH,2017-04-21,87.6,-1.0699,6.0989,Ryan Braun,460075,572096,home_run,hit_into_play_score,NA,NA,NA,NA,1,Ryan Braun homers (6) on a line drive to left field.,R,R,R,MIL,STL,X,NA,line_drive,2,2,2017,-1.041,1,-0.7982,3.3182,NA,NA,NA,0,8,Bot,41.76,55.97,NA,NA,425877,NA,170422_024401,2.7451,-127.3438,-2.5966,-11.7503,25.9315,-21.1264,3.56,1.73,411,105.3,26.693,87.075,1360,5.984,490348,572096,425877,572761,543939,576397,649557,500874,545341,572039,54.514,0.94,1.877,2,1,0,3,6,66,5,Changeup,2,6,2,6,6,2,2,6,Standard,Standard,1
FT,2017-04-21,93.6,2.1149,6.2239,Giancarlo Stanton,519317,543272,home_run,hit_into_play_score,NA,NA,NA,NA,6,Giancarlo Stanton homers (5) on a line drive to right center field.    Martin Prado scores.,R,R,L,SD,MIA,X,NA,line_drive,1,0,2017,0.8847,0.6684,0.6094,2.4791,NA,445988,NA,1,9,Top,198.05,37.21,NA,NA,595978,NA,170422_043257,-5.5963,-135.6648,-5.18,11.7064,29.2274,-23.3965,3.71,1.74,412,112.1,18.218,91.437,2408,5.163,490344,543272,595978,571976,500208,596143,430947,608671,622534,592669,55.3361,0.859,1.354,2,1,0,3,6,67,2,2-Seam Fastball,5,1,1,5,1,5,1,5,Infield shift,Strategic,1
